Year,Observation status,Unit multiplier,Reporting type,SERIES,Type of product,UNIT_MEASURE,Base period,Value
2004,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Fossil fuels (material flows),Metric Tons,,225829226.662
2005,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Fossil fuels (material flows),Metric Tons,,227106318.224
2006,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Fossil fuels (material flows),Metric Tons,,231827017.326
2007,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Fossil fuels (material flows),Metric Tons,,219036804.497
2008,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Fossil fuels (material flows),Metric Tons,,220351451.995
2009,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Fossil fuels (material flows),Metric Tons,,203003392.674
2010,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Fossil fuels (material flows),Metric Tons,,197651403.127
2011,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Fossil fuels (material flows),Metric Tons,,190480230.647
2012,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Fossil fuels (material flows),Metric Tons,,194117550.96
2013,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Fossil fuels (material flows),Metric Tons,,195110685.251
2014,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Fossil fuels (material flows),Metric Tons,,183493277.837
2015,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Fossil fuels (material flows),Metric Tons,,162423115.507
2016,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Fossil fuels (material flows),Metric Tons,,148904084.318
2017,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Fossil fuels (material flows),Metric Tons,,145420037.456
2018,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Fossil fuels (material flows),Metric Tons,,146524382.488
2019,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Fossil fuels (material flows),Metric Tons,,133811088.00886
2000,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Coal (material flows),Metric Tons,,61779000.0
2001,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Coal (material flows),Metric Tons,,74157000.0
2002,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Coal (material flows),Metric Tons,,63951000.0
2003,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Coal (material flows),Metric Tons,,65529000.0
2004,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Coal (material flows),Metric Tons,,66369000.0
2005,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Coal (material flows),Metric Tons,,69979000.0
2006,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Coal (material flows),Metric Tons,,74935000.0
2007,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Coal (material flows),Metric Tons,,66834000.0
2008,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Coal (material flows),Metric Tons,,67082000.0
2009,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Coal (material flows),Metric Tons,,60127000.0
2010,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Coal (material flows),Metric Tons,,50249000.0
2011,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Coal (material flows),Metric Tons,,55823000.0
2012,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Coal (material flows),Metric Tons,,65656000.0
2013,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Coal (material flows),Metric Tons,,68911000.0
2014,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Coal (material flows),Metric Tons,,59780000.0
2015,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Coal (material flows),Metric Tons,,35478000.0
2016,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Coal (material flows),Metric Tons,,15015000.0
2017,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Coal (material flows),Metric Tons,,13770000.0
2018,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Coal (material flows),Metric Tons,,14503000.0
2019,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Coal (material flows),Metric Tons,,9474007.14286
2000,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Oil shale and tar sands (material flows),Metric Tons,,0.0
2001,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Oil shale and tar sands (material flows),Metric Tons,,0.0
2002,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Oil shale and tar sands (material flows),Metric Tons,,0.0
2003,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Oil shale and tar sands (material flows),Metric Tons,,0.0
2004,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Oil shale and tar sands (material flows),Metric Tons,,0.0
2005,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Oil shale and tar sands (material flows),Metric Tons,,0.0
2006,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Oil shale and tar sands (material flows),Metric Tons,,0.0
2007,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Oil shale and tar sands (material flows),Metric Tons,,0.0
2008,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Oil shale and tar sands (material flows),Metric Tons,,0.0
2009,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Oil shale and tar sands (material flows),Metric Tons,,0.0
2010,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Oil shale and tar sands (material flows),Metric Tons,,0.0
2011,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Oil shale and tar sands (material flows),Metric Tons,,0.0
2012,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Oil shale and tar sands (material flows),Metric Tons,,0.0
2013,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Oil shale and tar sands (material flows),Metric Tons,,0.0
2014,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Oil shale and tar sands (material flows),Metric Tons,,0.0
2015,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Oil shale and tar sands (material flows),Metric Tons,,0.0
2016,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Oil shale and tar sands (material flows),Metric Tons,,0.0
2017,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Oil shale and tar sands (material flows),Metric Tons,,0.0
2018,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Oil shale and tar sands (material flows),Metric Tons,,0.0
2019,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Oil shale and tar sands (material flows),Metric Tons,,0.0
2000,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Petroleum (material flows),Metric Tons,,87714000.0
2001,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Petroleum (material flows),Metric Tons,,83312000.0
2002,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Petroleum (material flows),Metric Tons,,85768000.0
2003,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Petroleum (material flows),Metric Tons,,85352000.0
2004,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Petroleum (material flows),Metric Tons,,93388000.0
2005,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Petroleum (material flows),Metric Tons,,89506000.0
2006,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Petroleum (material flows),Metric Tons,,85826000.0
2007,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Petroleum (material flows),Metric Tons,,82931000.0
2008,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Petroleum (material flows),Metric Tons,,83471000.0
2009,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Petroleum (material flows),Metric Tons,,77236000.0
2010,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Petroleum (material flows),Metric Tons,,75834000.0
2011,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Petroleum (material flows),Metric Tons,,76304000.0
2012,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Petroleum (material flows),Metric Tons,,74089000.0
2013,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Petroleum (material flows),Metric Tons,,66132000.0
2014,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Petroleum (material flows),Metric Tons,,62699000.0
2015,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Petroleum (material flows),Metric Tons,,62184000.0
2016,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Petroleum (material flows),Metric Tons,,61378000.0
2017,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Petroleum (material flows),Metric Tons,,61486000.0
2018,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Petroleum (material flows),Metric Tons,,58685000.0
2019,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Petroleum (material flows),Metric Tons,,54507414.28571
2000,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Natural gas (material flows),Metric Tons,,74051738.91
2001,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Natural gas (material flows),Metric Tons,,72924243.79
2002,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Natural gas (material flows),Metric Tons,,72488660.05
2003,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Natural gas (material flows),Metric Tons,,71808564.94
2004,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Natural gas (material flows),Metric Tons,,73858458.49
2005,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Natural gas (material flows),Metric Tons,,71383088.25
2006,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Natural gas (material flows),Metric Tons,,68129946.88
2007,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Natural gas (material flows),Metric Tons,,67991955.97
2008,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Natural gas (material flows),Metric Tons,,70582638.8
2009,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Natural gas (material flows),Metric Tons,,65313629.88
2010,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Natural gas (material flows),Metric Tons,,69492709.81
2011,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Natural gas (material flows),Metric Tons,,59851033.65
2012,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Natural gas (material flows),Metric Tons,,55042925.23
2013,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Natural gas (material flows),Metric Tons,,54460325.93
2014,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Natural gas (material flows),Metric Tons,,49864550.04
2015,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Natural gas (material flows),Metric Tons,,50984958.06
2016,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Natural gas (material flows),Metric Tons,,56225195.93
2017,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Natural gas (material flows),Metric Tons,,55074467.17
2018,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Natural gas (material flows),Metric Tons,,56731011.07
2019,Normal value,Units,Global,"Domestic material consumption [8.4.2,12.2.2]",Natural gas (material flows),Metric Tons,,53282322.76429
